EVENTID,TYPE,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,DEPFIX,AUTHOR   _1,TYPE  ,MAG 
6995923,ke  ,ISC      ,7/10/2003,7:26:12 PM,28.336,54.0035,24,TRUE,ISC      ,mb    ,4.3
6995929,ke  ,ISC      ,7/10/2003,7:37:10 PM,28.2601,53.9749,24,TRUE,ISC      ,mb    ,4.2
6995952,ke  ,ISC      ,7/10/2003,8:22:38 PM,28.5278,54.2495,24,TRUE,ISC      ,mb    ,3.8
6995960,ke  ,ISC      ,7/10/2003,8:37:05 PM,28.3689,54.2604,24,TRUE,ISC      ,mb    ,4
6995993,ke  ,ISC      ,7/10/2003,10:00:21 PM,28.2688,54.2957,26,TRUE,ISC      ,mb    ,3.9
6996031,ke  ,ISC      ,7/10/2003,11:02:48 PM,28.3105,54.1299,24,TRUE,ISC      ,mb    ,4
6996052,se  ,ISC      ,7/10/2003,11:40:05 PM,28.197,54.2213,26,TRUE,ISC      ,mb    ,3.8
6996057,ke  ,ISC      ,7/10/2003,11:47:25 PM,28.6362,53.8964,24,TRUE,ISC      ,mb    ,3.6
6996095,se  ,ISC      ,7/11/2003,1:17:20 AM,28.1129,54.2005,26,TRUE,ISC      ,mb    ,3.8
6996150,se  ,ISC      ,7/11/2003,3:17:55 AM,28.3636,53.9917,24,TRUE,ISC      ,mb    ,4
6996186,se  ,ISC      ,7/11/2003,5:08:09 AM,28.231,54.0702,24,TRUE,ISC      ,mb    ,4
6996320,ke  ,ISC      ,7/11/2003,10:23:37 AM,28.2414,54.1457,26,TRUE,ISC      ,mb    ,4.5
6996702,ke  ,ISC      ,7/11/2003,11:55:48 PM,28.4184,54.0129,24,TRUE,ISC      ,mb    ,5
6996857,de  ,ISC      ,7/12/2003,5:55:02 AM,28.2423,54.1297,26,TRUE,ISC      ,mb    ,4.1
6997070,ke  ,IDC      ,7/12/2003,12:45:37 PM,27.669,54.0171,0,TRUE,IDC      ,mb    ,3.9
6997235,ke  ,ISC      ,7/12/2003,6:58:39 PM,28.3689,54.0326,24,TRUE,ISC      ,mb    ,3.9
6997436,fe  ,ISC      ,7/13/2003,1:15:55 AM,28.3479,53.9991,24,TRUE,ISC      ,mb    ,4.2
6997496,ke  ,ISC      ,7/13/2003,3:00:20 AM,28.2005,53.9304,26,TRUE,ISC      ,mb    ,4.1
6997708,ke  ,ISC      ,7/13/2003,9:33:31 AM,28.3362,54.0618,24,TRUE,ISC      ,mb    ,4.3
6997955,ke  ,IDC      ,7/13/2003,6:07:48 PM,28.3302,54.1368,0,TRUE,IDC      ,mb    ,3.7
6998151,ke  ,ISC      ,7/14/2003,1:24:55 AM,28.04,54.005,24,TRUE,ISC      ,mb    ,3.6
6998181,fe  ,ISC      ,7/14/2003,2:27:03 AM,28.3096,53.9449,24,TRUE,ISC      ,mb    ,4.4
6998237,ke  ,IDC      ,7/14/2003,4:02:05 AM,27.6649,54.0331,0,TRUE,IDC      ,mb    ,3.8
6998253,fe  ,ISC      ,7/14/2003,4:28:58 AM,28.2864,53.9664,24,TRUE,ISC      ,mb    ,4.2
6998581,se  ,ISC      ,7/14/2003,5:19:51 PM,28.3094,54.0828,24,TRUE,ISC      ,mb    ,4
7000513,ke  ,ISC      ,7/17/2003,3:44:11 PM,28.3333,54.013,24,TRUE,ISC      ,mb    ,3.6
7001756,se  ,ISC      ,7/19/2003,1:30:05 PM,28.3619,54.0555,24,TRUE,ISC      ,mb    ,3.6
7002166,ke  ,ISC      ,7/20/2003,1:40:34 AM,28.1921,53.9712,26,TRUE,ISC      ,mb    ,4.3
7002488,se  ,ISC      ,7/20/2003,1:57:48 PM,28.2973,54.2791,10,TRUE,ISC      ,mb    ,3.8
7052312,ke  ,ISC      ,8/1/2003,11:54:47 AM,28.2847,54.0725,24,TRUE,ISC      ,mb    ,4.3
7055901,ke  ,ISC      ,8/5/2003,8:03:40 PM,28.2862,54.0539,24,TRUE,ISC      ,mb    ,4.2
7055932,ke  ,ISC      ,8/5/2003,8:48:54 PM,28.1963,57.1188,35,TRUE,ISC      ,mb    ,4.1
9517462,ke  ,OMAN     ,8/7/2003,1:44:44 PM,27.8916,57.0483,20,,         ,      ,
7072418,ke  ,ISC      ,8/28/2003,6:31:58 PM,28.4264,54.0016,28.1,,ISC      ,mb    ,4.7
7072428,ke  ,IDC      ,8/28/2003,6:37:10 PM,27.4933,54.0187,0,TRUE,IDC      ,mb    ,3.9
9517580,ke  ,OMAN     ,9/7/2003,9:45:44 PM,27.6303,56.3547,52.7,,         ,      ,
9517586,ke  ,OMAN     ,9/9/2003,2:52:22 AM,26.5262,57.2605,0,,         ,      ,
7124857,fe  ,ISC      ,9/11/2003,7:31:28 PM,28.422,54.1009,24,TRUE,ISC      ,mb    ,4.8
7127269,se  ,ISC      ,9/15/2003,11:01:38 AM,27.9107,54.7139,26,TRUE,ISC      ,mb    ,4
9517656,ke  ,OMAN     ,9/16/2003,9:35:44 PM,26.6284,55.2729,155.2,,         ,      ,
7128819,ke  ,ISC      ,9/17/2003,12:34:29 PM,28.3302,54.1451,24,TRUE,ISC      ,mb    ,3.8
9517725,ke  ,OMAN     ,9/26/2003,8:35:56 AM,28.3575,54.1821,159.2,,         ,      ,
7146858,ke  ,ISC      ,10/1/2003,7:14:03 AM,27.9777,57.0944,24,TRUE,ISC      ,mb    ,4.8
9517770,ke  ,OMAN     ,10/2/2003,2:54:27 AM,25.8885,54.5481,91.3,TRUE,         ,      ,
7152439,se  ,ISC      ,10/7/2003,11:04:33 AM,28.2387,54.3422,17,TRUE,ISC      ,mb    ,4.6
7154806,se  ,ISC      ,10/10/2003,2:53:20 PM,28.0491,53.9554,26,TRUE,ISC      ,mb    ,3.8
7162776,ke  ,ISC      ,10/21/2003,4:13:12 AM,28.9376,55.8656,10,TRUE,ISC      ,mb    ,3.8
7164862,ke  ,ISC      ,10/24/2003,5:58:22 AM,28.3547,54.041,25,,ISC      ,mb    ,5.2
7173131,se  ,ISC      ,11/1/2003,4:53:01 AM,28.0217,54.7943,26,TRUE,ISC      ,mb    ,3.7
7175733,ke  ,ISC      ,11/4/2003,12:50:01 AM,27.3683,56.3761,18,TRUE,ISC      ,mb    ,4.3
7176624,ke  ,ISC      ,11/5/2003,7:58:51 AM,27.4972,56.1093,19.2,,ISC      ,mb    ,5.2
7496731,ke  ,SNSN     ,11/25/2003,10:41:31 PM,26.7605,56.4714,109,,         ,      ,
7192221,ke  ,ISC      ,11/26/2003,5:48:12 AM,28.2067,54.2012,26,TRUE,ISC      ,mb    ,4.4
7192815,se  ,ISC      ,11/27/2003,1:09:44 AM,27.7334,51.7064,35,TRUE,ISC      ,mb    ,4
7194039,fe  ,ISC      ,11/28/2003,11:19:49 PM,28.2983,53.9741,19.3,,ISC      ,mb    ,5.2
7497952,ke  ,SNSN     ,12/3/2003,6:30:13 AM,27.2845,54.7006,184.1,,SNSN     ,Ml    ,3.7
7197419,ke  ,ISC      ,12/3/2003,7:27:04 AM,27.5917,56.7104,18,TRUE,ISC      ,mb    ,4.2
7202475,se  ,ISC      ,12/9/2003,5:08:54 PM,26.6751,55.886,10,TRUE,ISC      ,mb    ,3.7
7206426,ke  ,IDC      ,12/12/2003,12:47:08 PM,28.2993,54.2249,0,TRUE,IDC      ,mb    ,3.7
7209902,fe  ,ISC      ,12/15/2003,10:57:27 PM,28.2968,54.1384,25.4,,ISC      ,mb    ,5
7210390,ke  ,ISC      ,12/16/2003,3:04:54 PM,28.5209,56.6213,44,TRUE,ISC      ,mb    ,3.9
7213393,ke  ,ISC      ,12/20/2003,10:47:37 AM,28.4108,53.8154,10,TRUE,ISC      ,mb    ,3.9
7215434,ke  ,ISC      ,12/23/2003,6:32:38 AM,28.3357,54.0706,24,TRUE,ISC      ,mb    ,5
7215441,ke  ,ISC      ,12/23/2003,6:44:31 AM,28.3875,54.1262,24,TRUE,ISC      ,mb    ,4.1
7215442,ke  ,IDC      ,12/23/2003,6:45:17 AM,28.4553,54.2996,0,TRUE,IDC      ,mb    ,4
7215445,ke  ,IDC      ,12/23/2003,6:48:23 AM,28.1492,54.2754,0,TRUE,IDC      ,mb    ,3.7
7215498,ke  ,ISC      ,12/23/2003,9:20:43 AM,28.3473,54.0659,24,TRUE,ISC      ,mb    ,4.7
7216650,ke  ,ISC      ,12/24/2003,8:54:04 PM,28.6475,53.8722,24,TRUE,ISC      ,mb    ,4
7217733,ke  ,ISC      ,12/26/2003,2:34:19 AM,29.0238,58.2754,15,TRUE,ISC      ,mb    ,4
7217756,ke  ,ISC      ,12/26/2003,3:06:18 AM,28.9145,58.2348,28.7,,ISC      ,mb    ,5.1
7217762,se  ,ISC      ,12/26/2003,3:21:12 AM,29.018,58.3888,15,TRUE,ISC      ,mb    ,4
7217767,se  ,ISC      ,12/26/2003,3:37:41 AM,29.0476,58.3274,15,TRUE,ISC      ,mb    ,3.9
7217780,ke  ,ISC      ,12/26/2003,3:53:30 AM,28.9667,58.3207,25.6,,ISC      ,mb    ,4.5
7217932,se  ,ISC      ,12/26/2003,9:16:38 AM,28.9255,58.2437,19,TRUE,ISC      ,mb    ,4.2
7498529,ke  ,SNSN     ,12/26/2003,10:00:47 AM,26.6348,54.7113,0,,         ,      ,
7219585,ke  ,ISC      ,12/28/2003,6:42:59 AM,28.4309,54.1437,24.9,,ISC      ,mb    ,4.6
7219720,se  ,ISC      ,12/28/2003,11:22:36 AM,28.3737,54.0858,24,TRUE,ISC      ,mb    ,4.1
7225900,ke  ,IDC      ,1/3/2004,8:24:16 PM,28.7165,54.2582,0,TRUE,IDC      ,mb    ,3.8
7226313,se  ,ISC      ,1/4/2004,5:53:58 AM,28.1683,57.6108,30,TRUE,ISC      ,mb    ,3.7
7229596,se  ,ISC      ,1/8/2004,11:35:58 AM,28.3751,53.9845,24,TRUE,ISC      ,mb    ,3.9
7234930,se  ,ISC      ,1/16/2004,12:57:01 AM,28.399,58.5098,10,TRUE,ISC      ,mb    ,3.7
7235021,ke  ,ISC      ,1/16/2004,5:29:39 AM,28.2768,57.0838,31,TRUE,ISC      ,mb    ,3.5
7236411,ke  ,ISC      ,1/18/2004,2:02:14 AM,27.2209,56.0749,15,TRUE,ISC      ,mb    ,4.5
7238047,ke  ,ISC      ,1/20/2004,1:22:53 PM,28.1974,57.5943,30,TRUE,ISC      ,mb    ,4.5
7242266,ke  ,ISC      ,1/26/2004,6:09:17 PM,28.9457,53.3436,10,TRUE,ISC      ,mb    ,4.1
7242465,se  ,ISC      ,1/27/2004,1:08:01 AM,28.6243,53.6404,10,TRUE,ISC      ,mb    ,4
7242801,ke  ,ISC      ,1/27/2004,3:05:29 PM,26.8541,57.3531,10,TRUE,ISC      ,mb    ,4.1
7243073,ke  ,ISC      ,1/28/2004,1:44:20 AM,28.3401,55.8471,10,TRUE,ISC      ,mb    ,3.6
7243255,fe  ,ISC      ,1/28/2004,9:06:48 AM,26.956,57.4808,25,TRUE,ISC      ,mb    ,5.3
7243272,se  ,ISC      ,1/28/2004,9:33:33 AM,26.8641,57.255,25,TRUE,ISC      ,mb    ,4.5
7245838,se  ,ISC      ,1/31/2004,9:59:06 AM,28.5513,57.9276,10,TRUE,ISC      ,mb    ,3.9
7246689,se  ,ISC      ,2/2/2004,2:02:45 AM,27.9895,56.0529,16,TRUE,ISC      ,mb    ,4.1
7249266,ke  ,ISC      ,2/8/2004,10:08:44 PM,28.5756,56.6938,44,TRUE,ISC      ,mb    ,3.4
7250823,ke  ,ISC      ,2/13/2004,8:47:49 AM,28.0598,55.8152,16,TRUE,ISC      ,mb    ,3.6
7251652,ke  ,ISC      ,2/15/2004,7:37:33 PM,27.625,52.1971,10,TRUE,ISC      ,mb    ,4.7
7252592,se  ,ISC      ,2/18/2004,5:36:03 PM,28.2347,55.9365,10,TRUE,ISC      ,mb    ,3.9
7313026,ke  ,ISC      ,3/18/2004,1:21:18 PM,28.2349,56.9171,31,TRUE,ISC      ,mb    ,4.5
7313831,se  ,ISC      ,3/19/2004,4:25:13 PM,28.7676,57.5254,10,TRUE,ISC      ,mb    ,3.6
7313834,ke  ,ISC      ,3/19/2004,4:36:26 PM,28.5164,57.5916,43,TRUE,ISC      ,mb    ,3.6
7314125,se  ,ISC      ,3/20/2004,1:13:42 AM,28.8966,57.472,10,TRUE,ISC      ,mb    ,3.5
7314634,ke  ,ISC      ,3/20/2004,5:33:43 PM,27.4929,55.1055,20,TRUE,ISC      ,mb    ,4.2
7315631,ke  ,ISC      ,3/22/2004,1:38:45 AM,28.51,53.8701,24,TRUE,ISC      ,mb    ,3.7
7316442,ke  ,IDC      ,3/23/2004,8:12:25 AM,28.0607,56.5532,0,TRUE,IDC      ,mb    ,3.7
7317564,ke  ,ISC      ,3/24/2004,6:13:07 PM,27.4641,56.0707,15,TRUE,ISC      ,mb    ,4.5
7328676,se  ,ISC      ,4/11/2004,7:27:30 AM,29.0503,58.0822,19,TRUE,ISC      ,mb    ,3.4
7329325,se  ,ISC      ,4/13/2004,3:47:01 AM,27.2,55.869,15,TRUE,ISC      ,mb    ,4
7330771,se  ,ISC      ,4/16/2004,2:50:03 AM,28.3575,53.9247,24,TRUE,ISC      ,mb    ,3.7
7332843,se  ,ISC      ,4/21/2004,4:11:10 AM,27.8904,57.2371,24,TRUE,ISC      ,mb    ,3.7
7332989,ke  ,ISC      ,4/21/2004,2:45:19 PM,28.36,57.0507,31,TRUE,ISC      ,mb    ,4.4
7333889,ke  ,ISC      ,4/23/2004,7:26:07 PM,28.4825,54.2064,24,TRUE,ISC      ,mb    ,4.6
7336538,ke  ,ISC      ,4/30/2004,1:48:49 PM,27.7421,53.2095,16,TRUE,ISC      ,mb    ,4.5
7355486,ke  ,ISC      ,6/11/2004,11:02:17 AM,27.7458,53.106,20,TRUE,ISC      ,mb    ,4.4
7360120,ke  ,ISC      ,6/24/2004,9:56:01 PM,28.0926,58.1954,10,TRUE,THR      ,ML    ,3.5
7360482,ke  ,THR      ,6/25/2004,7:19:56 PM,26.856,55.896,15,,THR      ,ML    ,3.2
7367575,ke  ,ISC      ,7/3/2004,10:22:13 PM,27.8934,56.5328,28,TRUE,ISC      ,mb    ,3.9
7369445,ke  ,THR      ,7/9/2004,9:42:23 AM,27.347,55.353,14.1,,THR      ,ML    ,3.2
9531056,ke  ,OMAN     ,7/10/2004,3:07:15 AM,27.7161,57.9179,35.3,,         ,      ,
7371072,se  ,ISC      ,7/13/2004,5:50:03 AM,29.2068,56.9965,10,TRUE,ISC      ,mb    ,4.1
9531086,ke  ,OMAN     ,7/21/2004,10:27:56 PM,25.9978,57.6828,41.1,,         ,      ,
7376785,ke  ,IDC      ,7/28/2004,12:40:56 PM,27.5342,56.0459,0,TRUE,IDC      ,mb    ,3.7
7385505,se  ,ISC      ,8/5/2004,4:25:22 PM,28.8965,57.1325,16.6,,ISC      ,mb    ,3.8
7387344,ke  ,ISC      ,8/10/2004,2:31:03 AM,28.3429,56.9715,24.7,,ISC      ,mb    ,4.9
7394357,ke  ,ISC      ,8/29/2004,6:50:28 AM,28.4616,56.5819,44,TRUE,ISC      ,mb    ,3.3
9531167,ke  ,OMAN     ,8/30/2004,8:19:58 AM,26.0658,56.5246,31.8,,         ,      ,
7395009,ke  ,THR      ,8/31/2004,4:11:13 AM,28.625,57.363,24.8,,THR      ,ML    ,3.1
7395023,ke  ,ISC      ,8/31/2004,4:45:15 AM,28.6639,53.5789,10,TRUE,ISC      ,mb    ,4
7395302,ke  ,ISC      ,8/31/2004,7:49:52 PM,27.3517,58.0175,10,TRUE,ISC      ,mb    ,3.6
7395358,ke  ,ISC      ,8/31/2004,10:26:37 PM,28.6247,53.668,10,TRUE,ISC      ,mb    ,4.5
7396934,se  ,ISC      ,9/1/2004,4:31:19 PM,28.2716,54.1646,24,TRUE,ISC      ,mb    ,3.7
7397583,ke  ,ISC      ,9/3/2004,2:08:56 PM,26.9076,54.5853,18,TRUE,ISC      ,mb    ,4.4
7399376,ke  ,THR      ,9/7/2004,4:54:47 PM,26.848,54.566,37.8,,THR      ,ML    ,3.3
9531210,ke  ,OMAN     ,9/15/2004,8:06:46 AM,25.1053,55.9701,50.8,,         ,      ,
9531212,ke  ,OMAN     ,9/15/2004,8:14:17 AM,25.1947,55.8296,2.8,,         ,      ,
9531214,ke  ,OMAN     ,9/15/2004,8:24:27 AM,25.1563,56.4793,41,,         ,      ,
7402637,ke  ,IDC      ,9/18/2004,11:03:58 AM,28.8397,55.6838,0,TRUE,IDC      ,mb    ,3.7
9531221,ke  ,OMAN     ,9/18/2004,9:23:07 PM,27.3372,55.4848,190.4,,         ,      ,
9531229,ke  ,OMAN     ,9/20/2004,7:24:31 AM,25.6494,56.2515,45.9,,         ,      ,
9531231,ke  ,OMAN     ,9/20/2004,7:25:32 AM,25.6264,56.3484,42.1,,         ,      ,
9531233,ke  ,OMAN     ,9/20/2004,7:44:13 AM,25.1805,56.1635,69.3,,         ,      ,
9531235,ke  ,OMAN     ,9/20/2004,7:57:40 AM,25.2668,56.1927,20.1,,         ,      ,
9531237,ke  ,OMAN     ,9/20/2004,5:38:16 PM,25.2988,56.1465,30,TRUE,         ,      ,
9531239,ke  ,OMAN     ,9/21/2004,6:37:02 AM,25.2213,56.453,30,TRUE,         ,      ,
9531241,ke  ,OMAN     ,9/21/2004,7:12:42 AM,25.1177,56.5856,30,TRUE,         ,      ,
9531248,ke  ,OMAN     ,9/22/2004,6:31:59 AM,25.2803,56.2518,65.6,,         ,      ,
9531250,ke  ,OMAN     ,9/22/2004,6:34:58 AM,25.3826,55.8596,62.7,,         ,      ,
9531252,ke  ,OMAN     ,9/22/2004,6:45:47 AM,25.208,56.1704,30,TRUE,         ,      ,
9531254,ke  ,OMAN     ,9/22/2004,9:00:13 AM,25.0554,56.5549,30,TRUE,         ,      ,
9531262,ke  ,OMAN     ,9/24/2004,6:48:49 PM,28.4553,57.4284,30,TRUE,         ,      ,
9531264,ke  ,OMAN     ,9/26/2004,6:42:17 AM,25.257,56.2135,30,TRUE,         ,      ,
9531266,ke  ,OMAN     ,9/26/2004,7:27:00 AM,25.2646,56.1669,10.6,,         ,      ,
9531268,ke  ,OMAN     ,9/26/2004,7:28:33 AM,25.2414,56.1644,39,,         ,      ,
9531270,ke  ,OMAN     ,9/26/2004,8:03:35 AM,25.5882,56.2626,32.3,,         ,      ,
7405667,se  ,ISC      ,9/27/2004,7:07:00 PM,28.0344,54.3274,17,TRUE,ISC      ,mb    ,4
7406039,ke  ,ISC      ,9/28/2004,4:53:18 PM,27.9016,52.0153,26,TRUE,ISC      ,mb    ,4
7406525,ke  ,ISC      ,9/30/2004,2:07:21 AM,27.3559,54.0289,23,TRUE,ISC      ,mb    ,3.6
7406608,ke  ,ISC      ,9/30/2004,8:19:18 AM,27.3372,54.0708,23,TRUE,ISC      ,mb    ,3.8
7415699,fe  ,ISC      ,10/6/2004,11:14:29 AM,28.7489,57.9267,28.3,,ISC      ,mb    ,5
7415870,ke  ,THR      ,10/6/2004,7:22:26 PM,28.835,57.932,14.1,,THR      ,ML    ,2.8
7416065,ke  ,ISC      ,10/7/2004,7:16:52 AM,36.3346,22.6139,56.2,,ISC      ,mb    ,5
7416066,ke  ,ISC      ,10/7/2004,7:17:00 AM,28.7862,57.766,10,TRUE,ISC      ,mb    ,4.5
7416145,ke  ,ISC      ,10/7/2004,12:54:59 PM,28.3156,57.274,43,TRUE,ISC      ,mb    ,5.3
7416999,ke  ,ISC      ,10/9/2004,6:08:22 AM,28.3685,57.1972,31,TRUE,ISC      ,mb    ,4.4
7417353,ke  ,ISC      ,10/10/2004,10:28:06 AM,26.3405,57.624,10,TRUE,ISC      ,mb    ,4.5
7417408,ke  ,ISC      ,10/10/2004,4:27:52 PM,28.3662,57.215,31,TRUE,ISC      ,mb    ,4.3
7417578,ke  ,THR      ,10/11/2004,6:57:02 AM,26.252,57.348,41,,THR      ,ML    ,3.1
7417873,ke  ,KISR     ,10/12/2004,8:41:26 AM,28.121,56.858,5,,KISR     ,ML    ,3.4
7417877,ke  ,ISC      ,10/12/2004,8:47:03 AM,28.305,56.9913,31,TRUE,THR      ,ML    ,3.6
7417878,ke  ,KISR     ,10/12/2004,9:04:42 AM,28.045,56.682,3.8,,KISR     ,ML    ,3.4
7418035,ke  ,THR      ,10/12/2004,11:00:45 PM,27.823,57.616,14.1,,THR      ,ML    ,3.1
7418051,ke  ,THR      ,10/13/2004,12:21:46 AM,27.64,56.557,14,,THR      ,ML    ,2.9
7418382,ke  ,THR      ,10/14/2004,6:52:47 AM,27.459,56.228,16.4,,THR      ,ML    ,3.1
9531383,ke  ,OMAN     ,10/15/2004,8:55:50 AM,28.7091,56.9561,0,TRUE,         ,      ,
9531387,ke  ,OMAN     ,10/15/2004,1:57:43 PM,25.5924,56.6265,15,TRUE,         ,      ,
9531389,ke  ,OMAN     ,10/15/2004,8:43:20 PM,27.1607,56.5629,31.4,,         ,      ,
9531395,ke  ,OMAN     ,10/16/2004,6:28:08 AM,25.3204,56.1183,36.2,,         ,      ,
9531397,ke  ,OMAN     ,10/16/2004,6:31:27 AM,25.2661,56.2972,64,,         ,      ,
9531399,ke  ,OMAN     ,10/16/2004,7:40:01 AM,25.6259,56.2719,46.2,,         ,      ,
9531401,ke  ,OMAN     ,10/16/2004,7:41:07 AM,25.5405,56.6089,31.8,,         ,      ,
9531412,ke  ,OMAN     ,10/17/2004,7:00:38 AM,25.1116,56.547,49,,         ,      ,
7419366,ke  ,THR      ,10/17/2004,4:10:26 PM,27.371,55.917,14.1,,THR      ,ML    ,2.6
9531417,ke  ,OMAN     ,10/18/2004,5:06:22 AM,25.5732,56.2318,1.3,,         ,      ,
7419525,ke  ,THR      ,10/18/2004,6:42:18 AM,28.195,57.636,14.2,,THR      ,ML    ,2.8
7419683,ke  ,THR      ,10/18/2004,9:11:24 PM,27.552,55.569,17.4,,THR      ,ML    ,2.5
9531425,ke  ,OMAN     ,10/19/2004,9:44:54 AM,25.5546,56.3006,20.5,,         ,      ,
9531429,ke  ,OMAN     ,10/20/2004,12:16:50 AM,27.3082,56.1516,166.7,,         ,      ,
9531435,ke  ,OMAN     ,10/20/2004,8:41:38 PM,25.638,56.384,35,,         ,      ,
9531437,ke  ,OMAN     ,10/20/2004,8:45:38 PM,25.5652,56.2289,1.6,,         ,      ,
9531439,ke  ,OMAN     ,10/21/2004,9:26:36 AM,25.5645,56.2333,16.2,,         ,      ,
9531441,ke  ,OMAN     ,10/21/2004,9:27:59 AM,25.5463,56.2099,10,TRUE,         ,      ,
9531447,ke  ,OMAN     ,10/21/2004,11:01:42 PM,27.5814,56.5787,34.9,,         ,      ,
9531449,ke  ,OMAN     ,10/22/2004,2:09:13 AM,25.2686,56.2835,10,TRUE,         ,      ,
9531458,ke  ,OMAN     ,10/23/2004,5:49:16 AM,27.2392,56.4971,95.7,,         ,      ,
9531460,ke  ,OMAN     ,10/23/2004,7:31:18 AM,25.1124,56.3935,64,,         ,      ,
9531462,ke  ,OMAN     ,10/23/2004,7:48:50 AM,26.0302,56.602,23.7,,         ,      ,
9531476,ke  ,OMAN     ,10/23/2004,6:36:24 PM,27.3031,56.0673,70.5,,         ,      ,
7421657,ke  ,THR      ,10/24/2004,6:16:58 PM,27.652,54.046,14.1,,THR      ,ML    ,2.4
7421728,ke  ,CSEM     ,10/24/2004,10:08:47 PM,28.046,55.869,0,,CSEM     ,ML    ,3
7421767,ke  ,THR      ,10/25/2004,12:02:37 AM,27.72,56.021,14.1,,THR      ,ML    ,2.5
9531488,ke  ,OMAN     ,10/25/2004,12:51:13 AM,25.6964,56.5902,10,TRUE,         ,      ,
7421780,ke  ,THR      ,10/25/2004,1:00:12 AM,28.416,57.253,14.1,,THR      ,ML    ,2.8
9531486,ke  ,OMAN     ,10/25/2004,5:25:33 AM,27.0211,56.7106,10,TRUE,         ,      ,
9531491,ke  ,OMAN     ,10/26/2004,4:31:47 AM,28.2454,56.7476,18.9,,         ,      ,
9531493,ke  ,OMAN     ,10/26/2004,4:33:21 AM,28.2961,56.7647,13.3,,         ,      ,
9531495,ke  ,OMAN     ,10/26/2004,4:58:13 AM,27.5912,57.6213,44.3,,         ,      ,
9531497,ke  ,OMAN     ,10/26/2004,7:21:04 AM,25.1629,56.2174,19.1,,         ,      ,
9531501,ke  ,OMAN     ,10/26/2004,12:29:19 PM,27.7573,56.8535,102,,         ,      ,
9531503,ke  ,OMAN     ,10/26/2004,9:03:57 PM,27.7375,57.0303,10,TRUE,         ,      ,
9531507,ke  ,OMAN     ,10/27/2004,6:34:19 AM,25.3794,56.1476,1.6,,         ,      ,
9531509,ke  ,OMAN     ,10/27/2004,6:41:34 AM,25.1765,56.6712,1,TRUE,         ,      ,
9531511,ke  ,OMAN     ,10/27/2004,6:51:22 AM,25.5061,56.8933,1.5,TRUE,         ,      ,
9531513,ke  ,OMAN     ,10/27/2004,6:54:25 AM,25.6979,55.7876,3.6,,         ,      ,
9531515,ke  ,OMAN     ,10/27/2004,7:44:33 AM,25.0835,56.622,1.5,TRUE,         ,      ,
9531519,ke  ,OMAN     ,10/27/2004,7:52:18 AM,25.1485,56.1154,15,TRUE,         ,      ,
9531521,ke  ,OMAN     ,10/27/2004,8:12:28 AM,25.054,56.7981,1.5,TRUE,         ,      ,
9531530,ke  ,OMAN     ,10/28/2004,4:46:19 AM,28.6873,57.0928,30,TRUE,         ,      ,
9531532,ke  ,OMAN     ,10/28/2004,5:16:57 PM,28.5833,57.9384,30,TRUE,         ,      ,
9531537,ke  ,OMAN     ,10/29/2004,2:41:12 PM,28.9797,56.4202,77.9,,         ,      ,
7423383,ke  ,KISR     ,10/29/2004,6:44:24 PM,28.955,55.936,12.7,,KISR     ,ML    ,3.4
9531546,ke  ,OMAN     ,10/30/2004,7:50:38 PM,27.2352,57.5956,30,TRUE,         ,      ,
9531550,ke  ,OMAN     ,10/31/2004,7:59:53 AM,25.8356,56.7266,2,TRUE,         ,      ,
9531554,ke  ,OMAN     ,11/1/2004,5:52:29 AM,25.0124,56.4765,1.5,TRUE,         ,      ,
9531556,ke  ,OMAN     ,11/1/2004,7:38:20 AM,25.001,56.5925,1.5,TRUE,         ,      ,
9531558,ke  ,OMAN     ,11/1/2004,7:52:40 AM,25.2246,56.1094,1.5,TRUE,         ,      ,
9531562,ke  ,OMAN     ,11/1/2004,8:01:47 AM,25.2691,55.7173,1.5,TRUE,         ,      ,
9531564,ke  ,OMAN     ,11/1/2004,8:13:19 AM,25.0934,56.0774,10,TRUE,         ,      ,
9531568,ke  ,OMAN     ,11/1/2004,3:22:27 PM,28.0316,56.8153,30,TRUE,         ,      ,
9531575,ke  ,OMAN     ,11/2/2004,1:49:15 AM,25.7333,56.6634,30,TRUE,         ,      ,
9531577,ke  ,OMAN     ,11/2/2004,3:55:25 AM,27.4763,57.6864,30,TRUE,         ,      ,
9531579,ke  ,OMAN     ,11/2/2004,5:28:08 AM,26.1126,55.9421,1.5,TRUE,         ,      ,
9531581,ke  ,OMAN     ,11/2/2004,6:24:58 AM,25.2402,56.6395,1.5,TRUE,         ,      ,
9531583,ke  ,OMAN     ,11/2/2004,7:08:55 AM,25.2845,55.7064,1.5,TRUE,         ,      ,
9531585,ke  ,OMAN     ,11/2/2004,7:52:03 AM,25.0118,56.5845,1.5,TRUE,         ,      ,
9531587,ke  ,OMAN     ,11/2/2004,8:01:58 AM,25.5585,55.6812,1.5,TRUE,         ,      ,
9531591,ke  ,OMAN     ,11/2/2004,8:55:46 PM,28.2632,56.1486,202.6,,         ,      ,
9531597,ke  ,OMAN     ,11/3/2004,6:20:14 PM,27.7079,57.2063,82,,         ,      ,
7431727,ke  ,ISC      ,11/6/2004,6:08:57 PM,28.3037,53.9201,26,TRUE,ISC      ,mb    ,4.2
